SJBXX01,SJBXX02,PYM,SZM,WBM
N61.x05,急性乳腺炎,JXRXY,32334,QNEEO
N61.x06,浆细胞性乳腺炎,JXBXRXY,4532334,UXENEEO
N61.x07,乳房炎性肿物,RFYXZW,344233,EYONET
N62.x00,乳房肥大,RFFD,3431,EYED
N62.x01,青春期乳房肥大,QCQRFFD,1113431,GDAEYED
N62.x02,男性乳房发育,NXRFFY,223454,LNEYVY
N63.x00,乳房肿块,RFZK,3431,EYEF
N63.x01,乳房结节,RFJJ,3451,EYXA
N64.000,乳头裂和乳头瘘,RTLHRTL,3413344,EUGTEUU
N64.001,乳头皲裂,RTJL,3441,EUPG
N64.002,乳头瘘,RTL,344,EUU
N64.100,乳房脂肪坏死,RFZFHS,343311,EYEEFG
N64.200,乳房萎缩,RFWS,3415,EYAX
N64.300,与分娩无关的乳溢,YFMWGDRY,13514334,GWVFUREI
N64.400,乳痛症,RTZ,344,EUU
N64.500,乳房的其他体征和症状,RFDQTTZHZZ,3431333344,EYRAWWTTUU
N64.501,乳房硬结,RFYJ,3415,EYDX
N64.502,乳头凹陷,RTAX,3425,EUMB
N64.503,乳头溢血,RTYX,3443,EUIT
N64.504,乳头溢液,RTYY,3444,EUII
N64.800,乳房其他特指的疾患,RFQTTZDJH,341331342,EYAWTRRUK
N64.801,乳房复旧不全,RFFJBQ,343243,EYTHIW
N64.802,乳房下垂,RFXC,3413,EYGT
N64.803,乳房血肿,RFXZ,3433,EYTE
N64.804,乳头变性,RTBX,3442,EUYN
N64.805,乳液囊肿,RYNZ,3413,EIGE
N64.900,乳房疾患,RFJH,3442,EYUK
N70.000,急性输卵管炎和卵巢炎,JXSLGYHLCY,3213343354,QNLQTOTQVO
N70.001,急性输卵管炎,JXSLGY,321334,QNLQTO
N70.002,急性卵巢炎,JXLCY,32354,QNQVO
N70.100,慢性输卵管炎和卵巢炎,MXSLGYHLCY,5213343354,NNLQTOTQVO
N70.101,慢性输卵管炎,MXSLGY,521334,NNLQTO
N70.102,慢性卵巢炎,MXLCY,52354,NNQVO
N70.103,输卵管积水,SLGJS,13334,LQTTI
N70.104,卵巢积水,LCJS,3534,QVTI
N70.900,输卵管炎和卵巢炎,SLGYHLCY,13343354,LQTOTQVO
N70.901,卵巢坏死,LCHS,3511,QVFG
N70.902,卵巢脓肿,LCNZ,3533,QVEE
N70.903,卵巢炎,LCY,354,QVO
N70.904,输卵管炎,SLGY,1334,LQTO
N70.905,输卵管卵巢脓肿,SLGLCNZ,1333533,LQTQVEE
N70.906,输卵管周围炎,SLGZWY,133224,LQTMLO
N71.000,子宫急性炎性疾病,ZGJXYXJB,54324244,BPQNONUU
N71.001,急性子宫内膜炎,JXZGNMY,3254234,QNBPMEO
N71.002,急性子宫炎,JXZGY,32544,QNBPO
N71.100,子宫慢性炎性疾病,ZGMXYXJB,54524244,BPNNONUU
N71.101,慢性子宫内膜炎,MXZGNMY,5254234,NNBPMEO
N71.102,慢性子宫炎,MXZGY,52544,NNBPO
N71.900,子宫的炎性疾病,ZGDYXJB,5434244,BPRONUU
N71.901,子宫积脓,ZGJN,5433,BPTE
N71.902,子宫内膜炎,ZGNMY,54234,BPMEO
N72.x00,宫颈炎性疾病,GJYXJB,454244,PCONUU
N72.x01,宫颈外膜炎,GJWMY,45334,PCQEO
N72.x02,宫颈内膜炎,GJNMY,45234,PCMEO
N72.x03,宫颈积脓,GJJN,4533,PCTE
N73.000,急性子宫旁组织炎和盆腔蜂窝织炎,JXZGPZZYHPQFWZY,325445543332454,QNBPUXXOTWEJPXO
N73.001,急性阔韧带脓肿,JXKRDNZ,3241133,QNUFGEE
N73.002,急性女性盆腔蜂窝织炎,JXNXPQFWZY,3252332454,QNVNWEJPXO
N73.003,急性女性盆腔炎,JXNXPQY,3252334,QNVNWEO
N73.100,慢性子宫旁组织炎和盆腔蜂窝织炎,MXZGPZZYHPQFWZY,525445543332454,NNBPUXXOTWEJPXO
N73.101,慢性女性盆腔炎,MXNXPQY,5252334,NNVNWEO
N73.102,慢性盆腔蜂窝织炎,MXPQFWZY,52332454,NNWEJPXO
N73.103,慢性子宫韧带脓肿,MXZGRDNZ,52541133,NNBPFGEE
N73.104,慢性子宫韧带炎,MXZGRDY,5254114,NNBPFGO
N73.200,子宫旁组织炎和盆腔蜂窝织炎,ZGPZZYHPQFWZY,5445543332454,BPUXXOTWEJPXO
N73.201,盆腔蜂窝织炎,PQFWZY,332454,WEJPXO
N73.202,子宫韧带炎,ZGRDY,54114,BPFGO
N73.203,子宫周围炎,ZGZWY,54224,BPMLO
N73.300,女性急性盆腔腹膜炎,NXJXPQFMY,523233334,VNQNWEEEO
N73.400,女性慢性盆腔腹膜炎,NXMXPQFMY,525233334,VNNNWEEEO
N73.500,女性盆腔腹膜炎,NXPQFMY,5233334,VNWEEEO
N73.501,子宫直肠陷凹脓肿,ZGZCXANZ,54135233,BPFEBMEE
N73.600,女性盆腔腹膜粘连,NXPQFMZL,52333341,VNWEEEOL
N73.601,卵巢粘连,LCZL,3541,QVOL
N73.602,女性盆腔粘连,NXPQZL,523341,VNWEOL
N73.603,输卵管粘连,SLGZL,13341,LQTOL
N73.604,子宫粘连,ZGZL,5441,BPOL
N73.605,子宫周围粘连,ZGZWZL,542241,BPMLOL
N73.606,卵巢-输卵管粘连,LC-SLGZL,35-13341,QV-LQTOL
N73.800,女性盆腔炎性疾病，其他特指的,NXPQYXJBQTTZD,5233424413313,VNWEONUUAWTRR
N73.801,盆腔炎性肿物,PQYXZW,334233,WEONET
N73.900,女性盆腔炎性疾病,NXPQYXJB,52334244,VNWEONUU
N73.902,女性盆腔炎,NXPQY,52334,VNWEO
N73.903,女性盆腔脓肿,NXPQNZ,523333,VNWEEE
N74.2*,女性梅毒性盆腔炎性疾病,NXMDXPQYXJB,52112334244,VNSGNWEONUU
N74.3*,女性淋球菌性盆腔炎性疾病,NXLQJXPQYXJB,524112334244,VNIGANWEONUU
N74.8*,分类于他处的其他疾病引起的女性盆腔炎性疾患,FLYTCDQTJBYQDNXPQYXJ,34133313445135233424,WOGWTRAWUUXFRVNWEONU
N75.000,前庭大腺囊肿,QTDXNZ,441313,UYDEGE
N75.100,前庭大腺脓肿,QTDXNZ,441333,UYDEEE
N75.800,前庭大腺的其他疾病,QTDXDQTJB,441331344,UYDERAWUU
N75.801,前庭大腺肥大,QTDXFD,441331,UYDEED
N75.802,前庭大腺炎,QTDXY,44134,UYDEO
N75.900,前庭大腺疾病,QTDXJB,441344,UYDEUU
N76.000,急性阴道炎,JXYDY,32544,QNBUO
N76.001,阴道脓肿,YDNZ,5433,BUEE
N76.100,亚急性和慢性阴道炎,YJXHMXYDY,132352544,GQNTNNBUO
N76.101,慢性阴道炎,MXYDY,52544,NNBUO
N76.200,急性外阴炎,JXWYY,32354,QNQBO
N76.201,外阴蜂窝织炎,WYFWZY,352454,QBJPXO
N76.300,亚急性和慢性外阴炎,YJXHMXWYY,132352354,GQNTNNQBO
N76.301,慢性外阴炎,MXWYY,52354,NNQBO
N76.400,外阴肿脓,WYZN,3533,QBEE
N76.401,外阴疖,WYJ,354,QBU
N76.500,阴道溃疡,YDKY,5444,BUIU
N76.600,外阴溃疡,WYKY,3544,QBIU
N76.601,复发性阿弗他女性生殖器官溃疡,FFXAFTNXSZQGKY,35255352312444,TVNBXWVNTGKPIU
N76.800,阴道和外阴其他特指的炎症,YDHWYQTTZDYZ,543351331344,BUTQBAWTRROU
N76.801,外阴炎性肿块,WYYXZK,354231,QBONEF
N76.802,阴道肉芽肿,YDRYZ,54213,BUMAE
N77.0*,分类于他处的传染病和寄生虫病引起的外阴溃疡,FLYTCDCRBHJSCBYQDWYK,34133334434324513354,WOGWTRWIUTPTJUXFRQBI
N77.1*,分类于他处的传染病和寄生虫病引起的阴道炎、外阴炎和外阴阴道炎,FLYTCDCRBHJSCBYQDYDY,34133334434324513544,WOGWTRWIUTPTJUXFRBUO
N77.8*,分类于他处的其他疾病引起的外阴阴道溃疡和炎症,FLYTCDQTJBYQDWYYDKYH,34133313445133554443,WOGWTRAWUUXFRQBBUIUT
N80.000,子宫的子宫内膜异位症,ZGDZGNMYWZ,5435423534,BPRBPMENWU
N80.001,子宫腺肌病,ZGXJB,54334,BPEEU
N80.100,卵巢的子宫内膜异位症,LCDZGNMYWZ,3535423534,QVRBPMENWU
N80.200,输卵管的子宫内膜异位症,SLGDZGNMYWZ,13335423534,LQTRBPMENWU
N80.300,盆腔腹膜的子宫内膜异位症,PQFMDZGNMYWZ,333335423534,WEEERBPMENWU
N80.301,腹膜子宫内膜异位症,FMZGNMYWZ,335423534,EEBPMENWU
N80.302,盆腔子宫内膜异位症,PQZGNMYWZ,335423534,WEBPMENWU
N80.303,子宫直肠凹子宫内膜异位症,ZGZCAZGNMYWZ,541325423534,BPFEMBPMENWU
N80.400,直肠阴道隔和阴道的子宫内膜异位症,ZCYDGHYDDZGNMYWZ,1354535435423534,FEBUBTBURBPMENWU
N80.401,直肠阴道隔子宫内膜异位症,ZCYDGZGNMYWZ,135455423534,FEBUBBPMENWU
N80.500,肠的子宫内膜异位症,CDZGNMYWZ,335423534,ERBPMENWU
N80.501,直肠子宫内膜异位症,ZCZGNMYWZ,135423534,FEBPMENWU
N80.600,皮肤瘢痕的子宫内膜异位症,PFBHDZGNMYWZ,534435423534,HEUURBPMENWU
N80.601,腹壁瘢痕子宫内膜异位症,FBBHZGNMYWZ,35445423534,ENUUBPMENWU
N80.602,会阴子宫内膜异位症,HYZGNMYWZ,355423534,WBBPMENWU
N80.603,外阴子宫内膜异位症,WYZGNMYWZ,355423534,QBBPMENWU
N80.800,子宫内膜异位症，其他的,ZGNMYWZQTD,5423534133,BPMENWUAWR
N80.801,外耳道子宫内膜异位症,WEDZGNMYWZ,3545423534,QBUBPMENWU
N80.802,肺子宫内膜异位症,FZGNMYWZ,35423534,EBPMENWU
N80.803,肝子宫内膜异位症,GZGNMYWZ,35423534,EBPMENWU
N80.804,输尿管子宫内膜异位症,SNGZGNMYWZ,1535423534,LNTBPMENWU
N80.805,膀胱子宫内膜异位症,BGZGNMYWZ,335423534,EEBPMENWU
N80.806,子宫韧带子宫内膜异位症,ZGRDZGNMYWZ,54115423534,BPFGBPMENWU
N80.807,腹膜后子宫内膜异位症,FMHZGNMYWZ,3335423534,EERBPMENWU
N80.808,骶前子宫内膜异位症,DQZGNMYWZ,245423534,MUBPMENWU
N80.900,子宫内膜异位症,ZGNMYWZ,5423534,BPMENWU
N81.000,女性尿道膨出,NXNDPC,525435,VNNUEB
N81.100,膀胱膨出,BGPC,3335,EEEB
N81.101,阴道前壁脱垂,YDQBTC,544533,BUUNET
N81.102,女性膀胱脱垂,NXBGTC,523333,VNEEET
N81.200,子宫阴道不完全性脱垂,ZGYDBWQXTC,5454443233,BPBUIPWNET
N81.201,Ⅰ度子宫脱垂,DZGTC,45433,YBPET
N81.202,Ⅱ度子宫脱垂,DZGTC,45433,YBPET
N81.203,宫颈脱垂,GJTC,4533,PCET
N81.300,完全性子宫阴道脱垂,WQXZGYDTC,432545433,PWNBPBUET
N81.301,Ⅲ度子宫脱垂,DZGTC,45433,YBPET
N81.400,子宫阴道脱垂,ZGYDTC,545433,BPBUET
N81.500,阴道小肠膨出,YDXCPC,542335,BUIEEB
N81.600,直肠膨出,ZCPC,1335,FEEB
N81.601,阴道后壁脱垂,YDHBTC,543533,BURNET
N81.602,阴道后壁脱垂伴直肠膨出,YDHBTCBZCPC,54353331335,BURNETWFEEB
N81.800,女性生殖器脱垂，其他的,NXSZQTCQTD,5231233133,VNTGKETAWR
N81.801,陈旧性会阴裂伤,CJXHYLS,5223513,BHNWBGW
N81.802,阴道前后壁脱垂,YDQHBTC,5443533,BUURNET
N81.803,阴道松弛,YDSC,5415,BUSX
N81.900,女性生殖器脱垂,NXSZQTC,5231233,VNTGKET
N82.000,膀胱阴道瘘,BGYDL,33544,EEBUU
N82.100,女性泌尿-生殖道瘘，其他的,NXMN-SZDLQTD,5245-3144133,VNIN-TGUUAWR
N82.101,尿道阴道瘘,NDYDL,54544,NUBUU
N82.102,输尿管阴道瘘,SNGYDL,153544,LNTBUU
N82.103,子宫膀胱瘘,ZGBGL,54334,BPEEU
N82.200,阴道小肠瘘,YDXCL,54234,BUIEU
N82.201,手术后小肠阴道瘘,SSHXCYDL,31323544,RSRIEBUU
N82.300,阴道大肠瘘,YDDCL,54134,BUDEU
N82.301,直肠膀胱阴道瘘,ZCBGYDL,1333544,FEEEBUU
N82.302,直肠舟状窝瘘,ZCZZWL,133444,FETUPU
N82.303,直肠阴道瘘,ZCYDL,13544,FEBUU
N82.400,女性肠-生殖道瘘，其他的,NXC-SZDLQTD,523-3144133,VNE-TGUUAWR
N82.401,子宫直肠瘘,ZGZCL,54134,BPFEU
N82.500,女性生殖道-皮肤瘘,NXSZD-PFL,52314-534,VNTGU-HEU
N82.501,子宫腹壁瘘,ZGFBL,54354,BPENU
N82.502,阴道会阴瘘,YDHYL,54354,BUWBU
N82.800,女性生殖道瘘，其他的,NXSZDLQTD,523144133,VNTGUUAWR
N82.801,子宫阴道瘘,ZGYDL,54544,BPBUU
N82.900,女性生殖道瘘,NXSZDL,523144,VNTGUU
N82.901,阴道瘘,YDL,544,BUU
N82.902,子宫瘘,ZGL,544,BPU
N83.000,卵巢滤泡囊肿,LCLPNZ,354413,QVIIGE
N83.001,出血性卵巢滤泡囊肿,CXXLCLPNZ,532354413,BTNQVIIGE
N83.100,黄体囊肿,HTNZ,1313,AWGE
N83.101,出血性卵巢黄体囊肿,CXXLCHTNZ,532351313,BTNQVAWGE
N83.102,卵巢黄素化囊肿,LCHSHNZ,3511313,QVAGWGE
N83.200,卵巢囊肿，其他的,LCNZQTD,3513133,QVGEAWR
N83.201,卵巢囊肿,LCNZ,3513,QVGE
N83.202,卵巢白体囊肿,LCBTNZ,353313,QVRWGE
N83.203,卵巢包涵囊肿,LCBHNZ,353413,QVQIGE
N83.204,卵巢浆液性囊肿,LCJYXNZ,3544213,QVUINGE
N83.205,卵巢黏液性囊肿,LCNYXNZ,3534213,QVTINGE
N83.206,卵巢潴留囊肿,LCZLNZ,354313,QVIQGE
N83.207,副卵巢囊肿,FLCNZ,13513,GQVGE
N83.300,卵巢和输卵管后天性萎缩,LCHSLGHTXWS,35313331215,QVTLQTRGNAX
N83.400,卵巢和输卵管脱垂和疝,LCHSLGTCHS,3531333334,QVTLQTETTU
N83.401,输卵管脱垂,SLGTC,13333,LQTET
N83.500,卵巢、卵巢蒂和输卵管的扭转,LCLCDHSLGDNZ,353513133312,QVQVATLQTRRL
N83.501,卵巢蒂扭转,LCDNZ,35112,QVARL
N83.502,卵巢扭转,LCNZ,3512,QVRL
N83.503,输卵管扭转,SLGNZ,13312,LQTRL
N83.504,莫尔加尼囊状附件扭转,MEJNNZFJNZ,1355145312,AQLNGUBWRL
N83.600,输卵管血肿,SLGXZ,13333,LQTTE
N83.601,输卵管出血,SLGCX,13353,LQTBT
N83.700,阔韧带血肿,KRDXZ,41133,UFGTE
N83.800,卵巢、输卵管和阔韧带的其他非炎性疾患,LCSLGHKRDDQTFYXJH,35133341131314242,QVLQTTUFGRAWDONUK
N83.801,阔韧带囊肿,KRDNZ,41113,UFGGE
N83.802,阔韧带撕裂综合征,KRDSLZHZ,41111533,UFGRGXWT
N83.803,卵巢出血,LCCX,3553,QVBT
N83.804,卵巢钙化,LCGH,3533,QVQW
N83.805,卵巢破裂,LCPL,3511,QVDG
N83.806,卵巢增生,LCZS,3513,QVFT
N83.807,卵巢脂肪坏死,LCZFHS,353311,QVEEFG
N83.808,输卵管坏死,SLGHS,13311,LQTFG
N83.809,输卵管囊肿,SLGNZ,13313,LQTGE
N83.810,输卵管旁囊肿,SLGPNZ,133413,LQTUGE
N83.811,圆韧带囊肿,YRDNZ,21113,LFGGE
N83.812,子宫韧带囊肿,ZGRDNZ,541113,BPFGGE
N83.900,卵巢、输卵管和阔韧带的非炎性疾患,LCSLGHKRDDFYXJH,351333411314242,QVLQTTUFGRDONUK
N83.901,卵巢肿物,LCZW,3533,QVET
N83.902,输卵管肿物,SLGZW,13333,LQTET
N83.903,阔韧带肿物,KRDZW,41133,UFGET
N84.000,子宫体息肉,ZGTXR,54332,BPWTM
N84.001,子宫内膜息肉,ZGNMXR,542332,BPMETM
N84.100,宫颈息肉,GJXR,4532,PCTM
N84.200,阴道息肉,YDXR,5432,BUTM
N84.300,外阴息肉,WYXR,3532,QBTM
N84.301,处女膜息肉,CNMXR,35332,TVETM
N84.302,阴唇息肉,YCXR,5132,BDTM
N84.800,女性生殖道其他部位的息肉,NXSZDQTBWDXR,523141343332,VNTGUAWUWRTM
N84.900,女性生殖道息肉,NXSZDXR,5231432,VNTGUTM
N85.000,子宫内膜腺性增生,ZGNMXXZS,54233213,BPMEENFT
N85.001,子宫内膜单纯性增生,ZGNMDCXZS,542345213,BPMEUXNFT
N85.002,子宫内膜复杂性增生,ZGNMFZXZS,542335213,BPMETVNFT
N85.003,子宫内膜息肉样增生,ZGNMXRYZS,542332113,BPMETMSFT
N85.100,子宫内膜腺瘤性增生,ZGNMXLXZS,542334213,BPMEEUNFT
N85.101,子宫内膜非典型增生,ZGNMFDXZS,542312113,BPMEDMGFT
N85.200,子宫肥大,ZGFD,5431,BPED
N85.300,子宫复旧不全,ZGFJBQ,543243,BPTHIW
N85.400,子宫错位,ZGCW,5433,BPQW
N85.401,子宫侧倾,ZGCQ,5433,BPWW
N85.402,子宫后倾,ZGHQ,5433,BPRW
N85.403,子宫前倾,ZGQQ,5443,BPUW
N85.404,子宫移位,ZGYW,5433,BPTW
N85.500,子宫内翻,ZGNF,5423,BPMT
N85.600,子宫内粘连,ZGNZL,54241,BPMOL
N85.700,子宫积血,ZGJX,5433,BPTT
N85.800,子宫非炎性疾患，其他特指的,ZGFYXJHQTTZD,541424213313,BPDONUKAWTRR
N85.801,瘢痕子宫,BHZG,4454,UUBP
N85.802,子宫破裂,ZGPL,5411,BPDG
N85.803,子宫白斑,ZGBB,5431,BPRG
N85.804,子宫穿孔,ZGCK,5445,BPPB
N85.805,子宫钙化,ZGGH,5433,BPQW
N85.806,子宫肌层囊肿,ZGJCNZ,543513,BPENGE
N85.807,子宫积水,ZGJS,5434,BPTI
N85.808,子宫溃疡,ZGKY,5444,BPIU
N85.809,子宫糜烂,ZGML,5444,BPYO
N85.810,子宫内膜发育不全,ZGNMFYBQ,54235443,BPMEVYIW
N85.811,子宫内膜囊肿,ZGNMNZ,542313,BPMEGE
N85.812,子宫内膜萎缩,ZGNMWS,542315,BPMEAX
N85.813,子宫囊肿,ZGNZ,5413,BPGE
N85.814,子宫憩室,ZGQS,5434,BPTP
N85.815,子宫萎缩,ZGWS,5415,BPAX
N85.816,子宫纤维化,ZGXWH,54553,BPXXW
N85.900,子宫非炎性疾患,ZGFYXJH,5414242,BPDONUK
N85.901,子宫肿物,ZGZW,5433,BPET
N86.x00,宫颈糜烂和外翻,GJMLHWF,4544333,PCYOTQT
N86.x01,宫颈外翻,GJWF,4533,PCQT
N86.x02,宫颈溃疡,GJKY,4544,PCIU
N87.000,轻度宫颈发育不良,QDGJFYBL,24455444,LYPCVYIY
N87.001,宫颈上皮内肿瘤，Ⅰ级,GJSPNZLJ,45252345,PCHHMEUX
N87.100,中度宫颈发育不良,ZDGJFYBL,24455444,KYPCVYIY
N87.101,宫颈上皮内肿瘤，Ⅱ级,GJSPNZLJ,45252345,PCHHMEUX
N87.200,重度宫颈发育不良，不可归类在他处者,ZDGJFYBLBKGLZTCZ,3445544441241331,TYPCVYIYISJODWTF
N87.900,宫颈发育不良,GJFYBL,455444,PCVYIY
N87.901,宫颈上皮内肿瘤,GJSPNZL,4525234,PCHHMEU
N88.000,宫颈白斑,GJBB,4531,PCRG
N88.100,宫颈陈旧性裂伤,GJCJXLS,4552213,PCBHNGW
N88.101,宫颈阴道粘连,GJYDZL,455441,PCBUOL
N88.102,宫颈粘连,GJZL,4541,PCOL
N88.200,宫颈缩窄和狭窄,GJSZHXZ,4554334,PCXPTQP
N88.201,宫颈闭锁,GJBS,4543,PCUQ
N88.300,宫颈功能不全,GJGNBQ,451543,PCACIW
N88.400,宫颈肥厚性延长,GJFHXYC,4531233,PCEDNTT
N88.800,宫颈其他特指的非炎性疾患,GJQTTZDFYXJH,451331314242,PCAWTRRDONUK
N88.801,宫颈残端出血,GJCDCX,451453,PCGUBT
N88.802,宫颈肥大,GJFD,4531,PCED
N88.803,宫颈囊肿,GJNZ,4513,PCGE
N88.804,宫颈水肿,GJSZ,4543,PCIE
N88.805,宫颈萎缩,GJWS,4515,PCAX
N88.806,宫颈腺囊肿,GJXNZ,45313,PCEGE
N88.807,宫颈赘生物,GJZSW,45133,PCGTT
N88.808,子宫颈鳞状上皮增生,ZGJLZSPZS,545342513,BPCQUHHFT
N88.900,宫颈非炎性疾患,GJFYXJH,4514242,PCDONUK
N89.000,轻度阴道发育不良,QDYDFYBL,24545444,LYBUVYIY
N89.001,"阴道上皮内肿瘤,Ⅰ级","YDSPNZL,J","5425234,5","BUHHMEU,X"
N89.100,中度阴道发育不良,ZDYDFYBL,24545444,KYBUVYIY
N89.101,"阴道上皮内肿瘤,Ⅱ级","YDSPNZL,J","5425234,5","BUHHMEU,X"
N89.200,重度阴道发育不良，不可归类在他处者,ZDYDFYBLBKGLZTCZ,3454544441241331,TYBUVYIYISJODWTF
N89.300,阴道发育不良,YDFYBL,545444,BUVYIY
N89.400,阴道白斑,YDBB,5431,BURG
N89.500,阴道狭窄和闭锁,YDXZHBS,5434343,BUQPTUQ
N89.501,阴道闭锁,YDBS,5443,BUUQ
N89.502,阴道狭窄,YDXZ,5434,BUQP
N89.503,阴道粘连,YDZL,5441,BUOL
N89.600,处女膜环过紧,CNMHGJ,353112,TVEGFJ
N89.601,处女膜伞,CNMS,3533,TVEW
N89.700,阴道积血,YDJX,5433,BUTT
N89.800,阴道其他特指的非炎性疾患,YDQTTZDFYXJH,541331314242,BUAWTRRDONUK
N89.801,处女膜囊肿,CNMNZ,35313,TVEGE
N89.802,非创伤性处女膜破裂,FCSXCNMPL,133235311,DWWNTVEDG
N89.803,阴道瘢痕,YDBH,5444,BUUU
N89.804,阴道结石,YDJS,5451,BUXD
N89.805,阴道裂伤,YDLS,5413,BUGW
N89.806,阴道囊肿,YDNZ,5413,BUGE
N89.807,阴道皮赘,YDPZ,5451,BUHG
N89.808,阴道血肿,YDXZ,5433,BUTE
N89.809,阴道赘生物,YDZSW,54133,BUGTT
N89.810,阴道子宫托溃疡,YDZGTKY,5454144,BUBPRIU
N89.811,陈旧性阴道裂伤,CJXYDLS,5225413,BHNBUGW
N89.900,阴道的非炎性疾患,YDDFYXJH,54314242,BURDONUK
N89.901,阴道肿物,YDZW,5433,BUET
N90.000,轻度外阴发育不良,QDWYFYBL,24355444,LYQBVYIY
N90.001,外阴上皮内肿瘤Ⅰ级,WYSPNZLJ,35252345,QBHHMEUX
N90.100,中度外阴发育不良,ZDWYFYBL,24355444,KYQBVYIY
N90.101,外阴上皮内肿瘤Ⅱ级,WYSPNZLJ,35252345,QBHHMEUX
N90.200,重度外阴发育不良，不可归类在他处者,ZDWYFYBLBKGLZTCZ,3435544441241331,TYQBVYIYISJODWTF
N90.300,外阴发育不良,WYFYBL,355444,QBVYIY
N90.301,外阴鳞状上皮增生,WYLZSPZS,35342513,QBQUHHFT
N90.302,外阴上皮内肿瘤,WYSPNZL,3525234,QBHHMEU
N90.400,外阴白斑,WYBB,3531,QBRG
N90.401,外阴干皱症,WYGZZ,35134,QBFQU
N90.402,外阴角化症,WYJHZ,35334,QBQWU
N90.403,外阴营养不良,WYYYBL,351444,QBAUIY
N90.404,外阴硬化性苔藓,WYYHXTX,3513211,QBDWNAA
N90.500,外阴萎缩,WYWS,3515,QBAX
N90.501,外阴狭窄,WYXZ,3534,QBQP
N90.600,外阴肥大,WYFD,3531,QBED
N90.601,阴唇肥大,YCFD,5131,BDED
N90.700,外阴囊肿,WYNZ,3513,QBGE
N90.701,阴蒂囊肿,YDNZ,5113,BAGE
N90.800,外阴和会阴其他特指的非炎性疾患,WYHHYQTTZDFYXJH,353351331314242,QBTWBAWTRRDONUK
N90.801,会阴瘢痕,HYBH,3544,WBUU
N90.802,外阴瘢痕,WYBH,3544,QBUU
N90.803,外阴陈旧性裂伤,WYCJXLS,3552213,QBBHNGW
N90.804,外阴假性湿疣,WYJXSY,353244,QBWNIU
N90.805,外阴皮赘,WYPZ,3551,QBHG
N90.806,外阴水肿,WYSZ,3543,QBIE
N90.807,外阴血肿,WYXZ,3533,QBTE
N90.808,阴唇粘连,YCZL,5141,BDOL
N90.809,阴蒂肥大,YDFD,5131,BAED
N90.810,外阴象皮病,WYXPB,35354,QBQHU
N90.811,外阴白癜风,WYBDF,35342,QBRUM
N90.900,外阴和会阴的非炎性疾患,WYHHYDFYXJH,35335314242,QBTWBRDONUK
N90.901,会阴非炎性疾病,HYFYXJB,3514244,WBDONUU
N90.902,外阴肿物,WYZW,3533,QBET
N91.000,原发闭经,YFBJ,1545,DVUX
N91.100,继发闭经,JFBJ,5545,XVUX
N91.200,闭经,BJ,45,UX
N91.300,原发性月经稀少,YFXYJXS,1523534,DVNEXTI
N91.400,继发性月经稀少,JFXYJXS,5523534,XVNEXTI
N91.500,月经稀少,YJXS,3534,EXTI
N92.000,月经过多和频繁伴有规则周期,YJGDHPFBYGZZQ,3513323331221,EXFQTHTWEFMMA
N92.100,月经过多和频繁伴有不规则周期,YJGDHPFBYBGZZQ,35133233341221,EXFQTHTWEIFMMA
N92.101,子宫不规则出血,ZGBGZCX,5441253,BPIFMBT
N92.200,青春期月经过多,QCQYJGD,1113513,GDAEXFQ
N92.300,排卵期出血,PLQCX,13153,RQABT
N92.400,绝经前期出血过多,JJQQCXGD,55415313,XXUABTFQ
N92.401,绝经期出血,JJQCX,55153,XXABT
N92.500,月经不规则，其他特指的,YJBGZQTTZD,3541213313,EXIFMAWTRR
N92.600,月经不规则,YJBGZ,35412,EXIFM
N92.601,经期延长,JQYC,5133,XATT
N93.000,性交后出血和接触性出血,XJHCXHJCXCX,24353313253,NURBTTRQNBT
N93.800,异常的子宫和阴道出血，其他特指的,YCDZGHYDCXQTTZD,543543545313313,NIRBPTBUBTAWTRR
N93.801,功能障碍性子宫出血,GNZAXZGCX,155125453,ACBDNBPBT
N93.900,异常的子宫和阴道出血,YCDZGHYDCX,5435435453,NIRBPTBUBT
N93.901,异常子宫出血,YCZGCX,545453,NIBPBT
N94.000,经间痛,JJT,544,XUU
N94.100,性交疼痛,XJTT,2444,NUUU
N94.200,阴道痉挛,YDJL,5444,BUUY
N94.300,经前紧张征,JQJZZ,54253,XUJXT
N94.400,原发性痛经,YFXTJ,15245,DVNUX
N94.500,继发性痛经,JFXTJ,55245,XVNUX
N94.600,痛经,TJ,45,UX
N94.800,与女性生殖器官和月经周期有关的情况，其他特指的,YNXSZQGHYJZQYGDQKQTT,15231243352134354133,GVNTGKPTEXMAEURNUAWT
N94.802,女性盆腔血肿,NXPQXZ,523333,VNWETE
N94.803,女性盆腔静脉充血综合征,NXPQJMCXZHZ,52331343533,VNWEGEYTXWT
N94.804,交通性腹膜鞘突管积液,JTXFMQTGJY,4523314334,UCNEEAPTTI
N94.805,经血潴留,JXZL,5343,XTIQ
N94.806,盆腔积液,PQJY,3334,WETI
N94.807,盆腔囊肿,PQNZ,3313,WEGE
N94.808,盆腔假囊肿,PQJNZ,33313,WEWGE
N94.900,与女性生殖器官和月经周期有关的情况,YNXSZQGHYJZQYGDQK,15231243352134354,GVNTGKPTEXMAEURNU
N95.000,绝经后出血,JJHCX,55353,XXRBT
N95.100,绝经期和女性更年期状态,JJQHNXGNQZT,55135213141,XXATVNGRAUD
